gerne,interpret,album,release_year,songtitle
Schlager,Peter Maffay,Ewig,2008,Ich kann wenn ich will
Schlager,Peter Maffay,Ewig,2008,Leb dein Leben
Schlager,Peter Maffay,Ewig,2008,Meine Musik
Schlager,Peter Maffay,Ewig,2008,Ewig
Schlager,Peter Maffay,X,2000,Rette mich
Schlager,Peter Maffay,X,2000,Wenn Du willst
Schlager,Peter Maffay,X,2000,Freier Fall
Schlager,Peter Maffay,X,2000,Deine Chance
Schlager,Peter Maffay,X,2000,Sternenmeer
Schlager,Peter Maffay,X,2000,Keiner kommt hier lebend raus
Schlager,Peter Maffay,Tabaluga Und Lilli,1993,Faß das nicht an
Schlager,Peter Maffay,Tabaluga Und Lilli,1993,Eis im September
Schlager,Peter Maffay,Tabaluga Und Lilli,1993,Das Leben Ist Ein Würfelspiel
Schlager,Peter Maffay,Tabaluga Und Lilli,1993,Ich fühl wie du
Schlager,Peter Maffay,Tabaluga Und Lilli,1993,Der Schlüssel zur Macht
Schlager,Peter Maffay,Tabaluga Und Lilli,1993,Wenn eine Hoffnung stirbt
Schlager,Peter Maffay,38317,1991,Wie Viele Jahre
Schlager,Peter Maffay,38317,1991,Zwei In Einem Boot
Schlager,Peter Maffay,38317,1991,Traumfabrik
Schlager,Peter Maffay,38317,1991,Lover
Schlager,Peter Maffay,38317,1991,Sorry Lady
Schlager,Peter Maffay,38317,1991,Kreuzfeuer
Schlager,Peter Maffay,38317,1991,Ich will bei dir sein
Schlager,Peter Maffay,38317,1991,Wenn dein Spiegel bricht
Schlager,Peter Maffay,38317,1991,Funken machen Feuer
Schlager,Peter Maffay,38317,1991,Warum
Schlager,Peter Maffay,38317,1991,Wenn du weinen kannst
Schlager,Peter Maffay,Kein Weg zu Weit,1989,Viel zu weit
Schlager,Peter Maffay,Kein Weg zu Weit,1989,Kein Weg zu weit
Schlager,Peter Maffay,Kein Weg zu Weit,1989,Es wird Zeit
Schlager,Peter Maffay,Kein Weg zu Weit,1989,Dein Leben
Schlager,Peter Maffay,Kein Weg zu Weit,1989,Plastikherz
Schlager,Peter Maffay,Kein Weg zu Weit,1989,Ich seh dich
Schlager,Peter Maffay,Kein Weg zu Weit,1989,Steh auf
Schlager,Peter Maffay,Kein Weg zu Weit,1989,Tiefer
Schlager,Peter Maffay,Kein Weg zu Weit,1989,Wer hat recht
Schlager,Peter Maffay,Sonne in der Nacht,1985,Das Zeichen auf der Stirn
Schlager,Peter Maffay,Sonne in der Nacht,1985,Hunger nach dem Leben
Schlager,Peter Maffay,Sonne in der Nacht,1985,Alter Mann
Schlager,Peter Maffay,Sonne in der Nacht,1985,Sonne In Der Nacht
Schlager,Peter Maffay,Sonne in der Nacht,1985,Ein Wort bricht das Schweigen
Schlager,Peter Maffay,Sonne in der Nacht,1985,Auf Sand gebaut
Schlager,Peter Maffay,Sonne in der Nacht,1985,Der andere Mann
Schlager,Peter Maffay,Carambolage,1984,Schatten in die Haut tätowiert
Schlager,Peter Maffay,Carambolage,1984,Herzinfarkt
Schlager,Peter Maffay,Carambolage,1984,Carambolage
Schlager,Peter Maffay,Carambolage,1984,Tausend Träume weit
Schlager,Peter Maffay,Carambolage,1984,Wo ich nie war
Schlager,Peter Maffay,Carambolage,1984,Karneval der Nacht
Schlager,Peter Maffay,Carambolage,1984,Diesmal hat er sich gewehrt
Schlager,Peter Maffay,Carambolage,1984,War ein Land
Schlager,Roy Black,Roy Black,1966,Frag nur dein Herz
Schlager,Roy Black,Roy Black,1966,Du bist nicht allein
Schlager,Roy Black,Roy Black,1966,Ganz in Weiß
Schlager,Roy Black,Schön Ist Es Auf Der Welt Zu Sein,1971,Schön Ist Es Auf Der Welt Zu Sein
Schlager,Roy Black,Schön Ist Es Auf Der Welt Zu Sein,1971,Keine 10 Pferde
Schlager,Roy Black,Schön Ist Es Auf Der Welt Zu Sein,1976,Träume in Samt und Seide
Schlager,Roy Black,Schön Ist Es Auf Der Welt Zu Sein,1976,Hier und mit dir
Schlager,Roy Black,Schön Ist Es Auf Der Welt Zu Sein,1976,Wunderbar ist die Welt
Schlager,Roy Black,Schön Ist Es Auf Der Welt Zu Sein,1976,Die Show beginnt
Schlager,Roy Black,Zeit für Zärtlichkeit,1990,Wie ein Stern am Horizont
Schlager,Roy Black,Zeit für Zärtlichkeit,1990,Wunderbar ist die Welt
Schlager,Spider Murphy Gang,Dolce Vita,1981,Schickeria
Schlager,Spider Murphy Gang,Dolce Vita,1981,Wer wird denn woana
Schlager,Spider Murphy Gang,Dolce Vita,1981,Zwoa Zigarettn
Schlager,Spider Murphy Gang,Dolce Vita,1981,Skandal im Sperrbezirk
Schlager,Spider Murphy Gang,Dolce Vita,1981,Schuitog
Schlager,Spider Murphy Gang,Dolce Vita,1981,Dolce-Vita-Rita
Schlager,Spider Murphy Gang,Dolce Vita,1981,Oa moi Oans
Schlager,Spider Murphy Gang,Dolce Vita,1981,Herzklopfen
Schlager,Spider Murphy Gang,Tutti Frutti,1982,Liebe ist gesund
Schlager,Spider Murphy Gang,Tutti Frutti,1982,Reißverschluss
Schlager,Spider Murphy Gang,Tutti Frutti,1982,Sommer in der Stadt
Schlager,Spider Murphy Gang,Tutti Frutti,1982,So a schöner Tag
Schlager,Spider Murphy Gang,Tutti Frutti,1982,Freizeit 81
Schlager,Spider Murphy Gang,Tutti Frutti,1982,I wander aus
Schlager,Spider Murphy Gang,Tutti Frutti,1982,A nackerte Prinzessin
Schlager,Spider Murphy Gang,Tutti Frutti,1982,Schwierigkeiten
Schlager,Spider Murphy Gang,In Flagranti,1989,Heavy Metal Monster Rap
Schlager,Spider Murphy Gang,In Flagranti,1989,Bussi Baby
Schlager,Spider Murphy Gang,In Flagranti,1989,Kloana Deife Du
Schlager,Spider Murphy Gang,In Flagranti,1989,I wui ned jammern
Schlager,Spider Murphy Gang,In Flagranti,1989,Geh zoag ma doch dei Ding
Schlager,Spider Murphy Gang,In Flagranti,1989,FFB
Schlager,Spider Murphy Gang,In Flagranti,1989,Herzkasperl
Schlager,Spider Murphy Gang,In Flagranti,1989,Ois okay
Schlager,Spider Murphy Gang,In Flagranti,1989,Jameiomeiomei
Schlager,Udo Jürgens,Was Ich Dir Sagen Will,1967,Maria
Schlager,Udo Jürgens,Was Ich Dir Sagen Will,1967,Unabänderlich
Schlager,Udo Jürgens,Was Ich Dir Sagen Will,1967,Sommertraum
Schlager,Udo Jürgens,Meine Lieder,1974,Griechischer Wein
Schlager,Udo Jürgens,Meine Lieder,1974,Illusionen
Schlager,Udo Jürgens,Willkommen In Meinem Leben ,1981,Atlantis
Schlager,Udo Jürgens,Willkommen In Meinem Leben ,1981,Okay
Schlager,Udo Jürgens,Traumtänzer,1983,Traumtänzer
Schlager,Udo Jürgens,Traumtänzer,1983,Angela
Schlager,Udo Jürgens,Traumtänzer,1983,Hallo Promille
Schlager,Udo Jürgens,Treibjagd,1985,Partisanen
Schlager,Udo Jürgens,Treibjagd,1985,Abends
Schlager,Udo Jürgens,Treibjagd,1985,Treibjagd
Schlager,Udo Jürgens,Treibjagd,1985,Jambo Jambo
Schlager,Udo Jürgens,Treibjagd,1985,Sommer
Schlager,Udo Jürgens,Deinetwegen,1986,Narrenschiff
Schlager,Udo Jürgens,Deinetwegen,1986,Stolze Verlierer
Schlager,Udo Jürgens,Deinetwegen,1986,Ladies And Gentleman
Schlager,Udo Jürgens,Deinetwegen,1986,Radio
Schlager,Udo Jürgens,Deinetwegen,1986,Unsichtbar
Schlager,Udo Jürgens,Deinetwegen,1986,Deinetwegen
Schlager,Udo Jürgens,Geradeaus!,1991,Geradeaus
Schlager,Udo Jürgens,Geradeaus!,1991,Vagabund
Schlager,Udo Jürgens,Es Lebe Das Laster,2002,Weichei
Schlager,Udo Jürgens,Es Lebe Das Laster,2002,Flug LH 804
Schlager,Udo Jürgens,Einfach Ich,2008,Völlig vernetzt
Schlager,Udo Jürgens,Einfach Ich,2008,Letzte Ausfahrt Richtung Liebe
Schlager,Udo Jürgens,Der Ganz Normale Wahnsinn,2011,Oktoberwind
Schlager,Udo Jürgens,Der Ganz Normale Wahnsinn,2011,Am Ufer
Schlager,Udo Jürgens,Mitten Im Leben,2014,Mein Ziel
Schlager,Wolfgang Petry,"Ein Freund, Ein Mann",1976,Jeder Freund ist auch ein Mann
Schlager,Wolfgang Petry,"Ein Freund, Ein Mann",1976,Sommer in der Stadt
Schlager,Wolfgang Petry,"Ein Freund, Ein Mann",1976,Fremder (Stranger)
Schlager,Wolfgang Petry,Zweisaitig,1979,Ruby
Schlager,Wolfgang Petry,Zweisaitig,1979,Einer fehlt
Schlager,Wolfgang Petry,Zweisaitig,1979,Gianna
Schlager,Wolfgang Petry,Zweisaitig,1979,Ich trinke nie mehr Tequila
Schlager,Wolfgang Petry,Einfach Leben,1981,Sonntagmorgen
Schlager,Wolfgang Petry,Einfach Leben,1981,Unterwegs
Schlager,Wolfgang Petry,Einfach Leben,1981,Du kommst heim
Schlager,Wolfgang Petry,Einfach Leben,1981,Meine wilden Jahre
Schlager,Wolfgang Petry,Einfach Leben,1981,Träume hebt sie sich für später auf
Schlager,Wolfgang Petry,Wahnsinn,1983,Die vierte Dimension
Schlager,Wolfgang Petry,Wahnsinn,1983,Unterwegs
Schlager,Wolfgang Petry,Wahnsinn,1983,Was macht der Teufel (wenn wir uns lieben)
Schlager,Wolfgang Petry,Wahnsinn,1983,Überleben
Schlager,Wolfgang Petry,Wahnsinn,1983,Wahnsinn
Schlager,Wolfgang Petry,Wahnsinn,1983,Einer fehlt
Schlager,Wolfgang Petry,Wahnsinn,1983,Lügen
Schlager,Wolfgang Petry,Wahnsinn,1983,Der Himmel brennt
Schlager,Wolfgang Petry,Wahnsinn,1983,Du kommst heim
Schlager,Wolfgang Petry,Rauhe Wege,1984,Kaltes Glück
Schlager,Wolfgang Petry,Rauhe Wege,1984,Der Teufel kam um Mitternacht
Schlager,Wolfgang Petry,Rauhe Wege,1984,Paradies aus Stein
Schlager,Wolfgang Petry,Rauhe Wege,1984,Eine Frau wie du
Schlager,Wolfgang Petry,Sehnsucht Nach Dir,1993,Sehnsucht nach Dir
Schlager,Wolfgang Petry,Sehnsucht Nach Dir,1993,Wenn Du mich brauchst
Schlager,Wolfgang Petry,Sehnsucht Nach Dir,1993,Lieben oder hassen
Schlager,Wolfgang Petry,Sehnsucht Nach Dir,1993,Ich denke jeden Tag an Dich
Schlager,Wolfgang Petry,Sehnsucht Nach Dir,1993,Da kannst nur Du sein
Schlager,Wolfgang Petry,Sehnsucht Nach Dir,1993,Lieben heißt leiden
Schlager,Wolfgang Petry,Sehnsucht Nach Dir,1993,Ich will noch mehr
Schlager,Wolfgang Petry,Sehnsucht Nach Dir,1993,Du gehörst zu mir
Schlager,Wolfgang Petry,Sehnsucht Nach Dir,1993,Du willst leben wie es Dir gefällt
Schlager,Wolfgang Petry,Sehnsucht Nach Dir,1993,Ruhrgebiet
Schlager,Wolfgang Petry,Sehnsucht Nach Dir,1993,Wer die Augen schließt
Schlager,Wolfgang Petry,Frei Für Dich,1994,Frei für Dich
Schlager,Wolfgang Petry,Frei Für Dich,1994,Jede Menge Liebe
Schlager,Wolfgang Petry,Frei Für Dich,1994,Ich wünsche Dir viel Glück auf Deiner Reise
Schlager,Wolfgang Petry,Frei Für Dich,1994,Alles ist möglich
Schlager,Wolfgang Petry,Frei Für Dich,1994,Anfang vom Ende
Schlager,Wolfgang Petry,Frei Für Dich,1994,Auch wenn Du den Mut verlierst
Schlager,Wolfgang Petry,Frei Für Dich,1994,Meine kleine Welt
Schlager,Wolfgang Petry,Frei Für Dich,1994,Denn eines Tags vielleicht
Schlager,Wolfgang Petry,Alles,1996,Der Himmel Brennt
Schlager,Wolfgang Petry,Alles,1996,Du Bist Ein Wunder
Schlager,Wolfgang Petry,Alles,1996,Wahnsinn
Schlager,Wolfgang Petry,Alles,1996,Wieso Und Weshalb...
Schlager,Wolfgang Petry,Alles,1996,Sommer In Der Stadt
Schlager,Wolfgang Petry,Alles,1996,Ganz Oder Gar Nicht
Schlager,Wolfgang Petry,Alles,1996,Frei Für Dich
Schlager,Wolfgang Petry,Alles,1996,Jessica
Schlager,Wolfgang Petry,Alles,1996,Gianna
Schlager,Wolfgang Petry,Alles,1996,Sehnsucht Nach Dir
Schlager,Wolfgang Petry,Alles,1996,Scheissegal
Schlager,Wolfgang Petry,Alles,1996,Ruhrgebiet
Schlager,Wolfgang Petry,Alles,1996,Denn Eines Tags Vielleicht
Schlager,Wolfgang Petry,Alles,1996,Nur Ein Kleines Stück Papier
Schlager,Wolfgang Petry,Alles,1996,Mein Zuhaus
Schlager,Wolfgang Petry,Nie Genug,1997,Augen zu und durch
Schlager,Wolfgang Petry,Nie Genug,1997,Weiber
Schlager,Wolfgang Petry,Nie Genug,1997,Bis irgendwann
Schlager,Wolfgang Petry,Nie Genug,1997,Es kommt sowieso ganz anders
Schlager,Wolfgang Petry,Nie Genug,1997,Millionär
Schlager,Wolfgang Petry,Nie Genug,1997,Das darf doch nicht wahr sein
Schlager,Wolfgang Petry,Nie Genug,1997,Der Sommer von damals
Schlager,Wolfgang Petry,Nie Genug,1997,Doch ich will dich
Schlager,Wolfgang Petry,Nie Genug,1997,Wieder zurück
Schlager,Wolfgang Petry,Nie Genug,1997,Dieses Lied ist für euch
Schlager,Wolfgang Petry,Nie Genug,1997,Du bist fort
Schlager,Wolfgang Petry,Nie Genug,1997,Wie beim ersten Mal
Schlager,Wolfgang Petry,Einfach Geil!,1998,So ein Schwein...
Schlager,Wolfgang Petry,Einfach Geil!,1998,Ich will das alles nicht mehr
Schlager,Wolfgang Petry,Einfach Geil!,1998,Du mit mir
Schlager,Wolfgang Petry,Einfach Geil!,1998,Schwarz oder weiß
Schlager,Wolfgang Petry,Einfach Geil!,1998,Mal wieder voll daneben
Schlager,Wolfgang Petry,Einfach Geil!,1998,Das erste Mal im Leben
Schlager,Wolfgang Petry,Einfach Geil!,1998,Gott sei Dank
Schlager,Wolfgang Petry,Einfach Geil!,1998,Alles kein Problem
Schlager,Wolfgang Petry,Einfach Geil!,1998,Ballermann
Schlager,Wolfgang Petry,Einfach Geil!,1998,Müll
Schlager,Wolfgang Petry,Einfach Geil!,1998,Einfach geil
Schlager,Wolfgang Petry,Einfach Geil!,1998,Auf Deinem weiten Weg
Schlager,Wolfgang Petry,Einfach Geil!,1998,Tage vorher
Schlager,Wolfgang Petry,Konkret,2000,Da geht mir voll einer ab
Schlager,Wolfgang Petry,Konkret,2000,Ich weiß alles
Schlager,Wolfgang Petry,Konkret,2000,Du tust mir gut
Schlager,Wolfgang Petry,Konkret,2000,Das ist die Hölle
Schlager,Wolfgang Petry,Konkret,2000,Das ist das Ende vom Lied
Schlager,Wolfgang Petry,Konkret,2000,Alles bleibt wie es war
Schlager,Wolfgang Petry,Konkret,2000,Wir sind nicht normal
Schlager,Wolfgang Petry,Konkret,2000,Rosmarie
Schlager,Wolfgang Petry,Konkret,2000,Diesen Typ kannst Du vergessen
Schlager,Wolfgang Petry,Konkret,2000,Das kann niemand so wie Du
Schlager,Wolfgang Petry,Konkret,2000,Ich trink weiter ohne Dich
Schlager,Wolfgang Petry,Konkret,2000,Völlig leer
Schlager,Wolfgang Petry,Konkret,2000,Nichts von alledem
Schlager,Wolfgang Petry,Achterbahn,2001,Ich will mehr
Schlager,Wolfgang Petry,Achterbahn,2001,Wir kommen alle in den Himmel
Schlager,Wolfgang Petry,Achterbahn,2001,Keine Angst
Schlager,Wolfgang Petry,Achterbahn,2001,Morgen ist ein neuer Tag
Schlager,Wolfgang Petry,Achterbahn,2001,Nimm mein Herz mit
Schlager,Wolfgang Petry,Achterbahn,2001,Sabine
Schlager,Wolfgang Petry,Achterbahn,2001,Mit dir für immer
Schlager,Wolfgang Petry,Achterbahn,2001,Ich hab dich schon immer geliebt
Schlager,Wolfgang Petry,Achterbahn,2001,Du hast mein Herz geklaut
Schlager,Wolfgang Petry,Achterbahn,2001,Leg dein Gesicht an mein Gesicht
Schlager,Wolfgang Petry,Achterbahn,2001,Scheisse ist braun
Schlager,Wolfgang Petry,Kein Grund zur Panik,2003,Kein Grund zur Panik
Schlager,Wolfgang Petry,Kein Grund zur Panik,2003,Irgendwie und irgendwann
Schlager,Wolfgang Petry,Kein Grund zur Panik,2003,Hammerhart
Schlager,Wolfgang Petry,Kein Grund zur Panik,2003,Nur bei dir
Schlager,Wolfgang Petry,Kein Grund zur Panik,2003,Jetzt oder nie
Schlager,Wolfgang Petry,Kein Grund zur Panik,2003,Schweinerei
Schlager,Wolfgang Petry,Kein Grund zur Panik,2003,Die Flaschen sind leer
Schlager,Wolfgang Petry,Kein Grund zur Panik,2003,Keine Lust auf gar nichts
Schlager,Wolfgang Petry,Kein Grund zur Panik,2003,Wer soll das bezahlen
Schlager,Wolfgang Petry,Kein Grund zur Panik,2003,Wenn du bei mir bist
Schlager,Wolfgang Petry,Kein Grund zur Panik,2003,Lange her
Schlager,Wolfgang Petry,Kein Grund zur Panik,2003,Die kleinen Dinge
Schlager,Wolfgang Petry,Typisch,2004,Alles viel zu schlapp
Schlager,Wolfgang Petry,Typisch,2004,Echte Freunde
Schlager,Wolfgang Petry,Typisch,2004,Regine
Schlager,Wolfgang Petry,Typisch,2004,Alles geht einmal vorbei
Schlager,Wolfgang Petry,Typisch,2004,Gut so
Schlager,Wolfgang Petry,Typisch,2004,Mit dir geh ich den Weg
Schlager,Wolfgang Petry,Typisch,2004,Papperlapapp
Schlager,Wolfgang Petry,Typisch,2004,Wir sind noch lange nicht im Eimer
Schlager,Wolfgang Petry,Typisch,2004,Altes Eisen
