gerne,interpret,album,release_year,songtitle,lyrics
Rock,Die Ärzte,Die Bestie in Menschengestalt,1993,Deutschrockgirl,"Humbahumbahumbatäterää, täterää, täteräää Mit den Prinzen stehst du auf Und Hans Hartz bringt dich gut drauf Mit Nena gehst du zum Frühstück Und bevor es Mittag wird Hast du schon Lindenberg gehört Und BAP und Brings geben dir den Durchblick Westernhagen und Grönemeyer Nur nich' so 'n Scheiß wie Bad Brains und Slayer Du brauchst Krautrock den ganzen Tag Krautrock ist, was du magst Kleines Deutschrockgirl, kleines Deutschrockgirl Klaus Lage, Phudys und George Kranz Maffay und Tamara Danz Deutschrock rules, Deutschrock ist dein Leben Weil Kunzes Hund ein Baby biss Hat dich noch nie ein Mann geküsst Tja, und Sex wirds für dich nie geben ""Nackt im Wind"" und ""Kinder an die Macht"" ""Neue Männer braucht das Land"", ""Alleine in der Nacht"" Du brauchst Krautrock den ganzen Tag. Krautrock ist, was du magst Kleines Deutschrockgirl, kleines Deutschrockgirl Kleines Deutschrockgirl, kleines Deutschrockgirl Du steckst jede Mark in Deutschrock, und nichts in Van Halen Hast kein Geld auf der Bank, aber Birkenstock-Sandalen Du hörst Krautrock jeden Tag, Krautrock ist, was du magst Kleines Deutschrockgirl, kleines Deutschrockgirl Kleines Deutschrockgirl, kleines Deutschrockgirl Kleines Deutschrockgirl, kleines Deutschrockgirl Kleines Deutschrockgirl, kleines Deutschrockgirl Kleines Deutschrockgirl (Arschfick ist bei mir nicht erlaubt)"
Rock,Die Ärzte,Die Bestie in Menschengestalt,1993,Mach die Augen zu,"Mach die Augen zu und küss mich Und dann sag, dass du mich liebst Ich weiß genau, es ist nicht wahr Doch ich spüre keinen Unterschied Wenn du dich mir hingibst Mach die Augen zu und küss mich Mach mir ruhig etwas vor Ich vergesse was passiert ist Und ich hoffe und ich träume Ich hätt' dich noch nicht verloren Es ist mir total egal, Ob du wirklich etwas fühlst Tu was du willst Mach die Augen zu und küss mich Ist es auch das letzte Mal Lass uns den Moment des Abschieds noch verzögern Lass mich jetzt noch nicht allein mit meiner Qual Mach die Augen zu und küss mich Mach mir ruhig etwas vor Wenn du willst kannst du dann gehen Aber denk dran ohne dich, Ohne dich bin ich verloren Es ist mir absolut egal Ob du nur noch mit mir spielst Tu was du willst Mach die Augen zu Mach die Augen zu Mach die Augen zu und küss mich Mach die Augen zu Mach die Augen zu Mach die Augen zu und küss mich"
Rock,Die Ärzte,Die Bestie in Menschengestalt,1993,Gehirn-Stürm,"Ich sitz hier schon 'ne ganze halbe Stunde Ein Gedanke macht im Kopf die ganze Zeit die Runde: Was schreibt man für 'nen Text in dieser wirren Zeit? Wozu seid ihr bereit? Wo krieg ich nur ein kleines bisschen Durchblick her? Bin kein Leichenzähler und erst recht kein Mutterficker Ich bin B. der Bela und bestimmt kein Hausmeister Und ich red nur Scheiß daher Das ist für jeden hier klar Denn offenbar bleibt nichts, wie es war Und hat doch etwas Bestand Schmeiß an deine Wand ich meinen Verstand Man soll nicht meinen, wie viel Zeit der Mensch darauf verwendet Möglichst Dinge zu tun, die die Existenz beenden Die Evolution ins Knie der Zeit gefickt, jau, das ist verrückt Die Zeiten sind schlecht, das wisst ihr, das weiß ich Alles ungerecht, alles langweilig Ist Gott 'ne Frau, hat sie mich lieb? Und Mord wars, was sie schrieb Das ist für jeden hier klar Denn offenbar bleibt nichts, wie es war Und hat doch etwas Bestand Schmeiß an deine Wand ich meinen Verstand Das ist für jeden hier klar Denn offenbar bleibt nichts, wie es war Und hat doch etwas Bestand Schmeiß an deine Wand ich meinen Verstand ..."
Rock,Die Ärzte,Die Bestie in Menschengestalt,1993,Die Allerschürfste,"Du denkst, du bist die Allerschürfste für mich Biste aba nich, ick fin dir widerlich Du denkst, dir findet wirklich jeder hier geil Is aba nich so, janz im Jejenteil Du kommst hier reien, als jehört dir die Welt Als wär jeder Tisch nur für dir bestellt Du glotzt ma an, hau ab, du machst mir noch krank Du willst all'n jefallen, du hast nich mehr alle Tassen im Schrank Du nervst, du nervst, ick würd dir so jern eine hauen Du bist völlich behämmert Du hast nich mehr alle Latten am Zauen (is doch wahr) Du denkst, du bist die Allerschürfste für mich Biste aba nich, ick find dir widerlich Du denkst, du bist wirklich unwiderstehlich Biste aba eben jerade nich!"
Rock,Die Ärzte,Die Bestie in Menschengestalt,1993,Friedenspanzer,"Die Tagesschau ist nicht mein Fall, nichts als Mord und Massensterben überall. Die Hunde des Krieges wieder losgelassen, wenn Schwestern und Brüder sich wieder hassen. Wenn Bomben fallen, Terror regiert. Und der Mensch im Allgemeinen, zum Hass tendiert. Das, was mir dazu einfällt, für die Rettung dieser Welt - Friedenspanzer. Er schießt Liebe in dein Herz, bringt den Frieden ohne Schmerz - Friedenspanzer. Friedenspanzer. Er schießt mit Blumen statt Granaten. Er trifft jeden auch die Harten. Anstelle Giftgas gibt es Rosenduft. Schwängert mit Weihrauch die beschmutzte Luft. Er lässt uns niemals mehr allein. Und auch du und ich und Alle... werden seine Munition sein. Das, was mir dazu einfällt, für die Rettung dieser Welt - Friedenspanzer. Er schießt Liebe in dein Herz, bringt den Frieden ohne Schmerz - Friedenspanzer. Friedenspanzer. Wer näht das Ozonloch zu? Pflanzt 'n neuen Regenwald im Nu? Stoppt Hungersnöte mit der Tofukanone? Erklärt die ganze Welt zur Antiwalfangzone? Selbst die Neutronenbombe hat versagt... Hier ist als Lösung wirklich nur noch eins gefragt... Das, was mir dazu einfällt, für die Rettung dieser Welt - Friedenspanzer. Er schießt Liebe in dein Herz, bringt den Frieden ohne Schmerz - Friedenspanzer. Macht Schluss mit jeder Diktatur, ich frag mich: Wie macht der das nur? Friedenspanzer. Friedenspanzer. Er hilft uns bei jedem Reim, trägt Omas Einkaufstüten heim. Friedenspanzer. Friedenspanzer..."
Rock,Die Ärzte,Die Bestie in Menschengestalt,1993,Quark,"Seitdem ich dich kenne, hab ich ein Problem Du gehst mir auf die Nerven, Baby, und zwar extrem Du redest ohne Punkt und Komma und rund um die Uhr Du holst noch nicht mal Luft dabei, wie machst du das nur? Gib mir bitte eine Chance, geh doch wenigstens mal raus Ständig dies' Gequatsche, das hält doch keiner aus! Ein Wasserfall ist harmlos gegen dich Ich kann noch nicht mal weghörn, es ist fürchterlich Du redest Quark den ganzen Tag Keiner kommt uns mehr besuchen, du hast sie zu sehr gequält Du hast mir dein ganzes Leben schon 10.000 Mal erzählt Du redest ohne Pause, du redest laut und schnell Dass deine Stimmbänder nicht reißen, ist echt sensationell Gib mir bitte eine Chance, halt doch bitte mal den Mund Ich werde langsam taub und meine Ohren sind schon wund Ich wollt' dich exorzieren, doch ich kam ja nicht zu Wort Was bleibt mir jetzt noch übrig: Harakiri oder Mord? Du redest Quark den ganzen Tag Du redest Quark den ganzen Tag Bla, bla, bla, bla - bla, bla, bla .. Du redest Quark sogar im Sarg Du redest Quark den ganzen Tag Du redest Quark Du redest Quark, du redest Quark Du redest Quark Und du redest, und du redest Quark!"
Rock,Die Ärzte,Die Bestie in Menschengestalt,1993,Dos Corazones,"Siempre quisistes ser otro más Ahora tu sueño es realidad Sales a escena, eres immortal Ahora te sientes seguro de ti Iventastes tu proprio amor Tu cariño verdadero Amor que ellos no te dierón Amor solo tuyo Amor solo tuyo Amor solo tuyo Amor solo tuyo Amor solo tu y yo Hablas con alguien, el esta aquí Alguien sincero, solo para ti Pero tu sabes que el quiere más Y no comprendes la realidad Iventastes tu proprio amor Tu cariño verdadero Amor que ellos no te dierón Amor solo tuyo Amor solo tuyo Amor solo tuyo Amor solo tuyo Amor solo tu y yo Tu le dices que no lo haga El se rie con tu voz Tu gritas, agonizas y Te arrastras por el suelo Nadie sabe lo que paso Habra otras manos, otro amor Sales a escena, eres immortal Iventastes tu proprio amor Tu cariño verdadero Amor que ellos no te dierón Amor solo tuyo Amor solo tuyo Amor solo tuyo Amor solo tuyo Amor solo tuyo Amor solo tuyo Amor solo tuyo Amor solo tuyo Amor solo tu y yo"
Rock,Die Ärzte,Die Bestie in Menschengestalt,1993,Kopfüber in die Hölle,"""Revolution"" stand auf unseren Fahnen ""Revolution"" stand uns im Gesicht Wir haben erlebt, was andere nicht mal ahnen ""Revolution"", weniger wollten wir nicht Das ist noch nicht so lange her Doch heute kennst du mich nicht mehr Wir haben geträumt von einer besseren Welt Wir haben sie uns so einfach vorgestellt, wir haben geträumt Es war 'ne lange Nacht; ich wünschte Wir wär'n niemals aufgewacht ""Revolution"" – wir wollten weg von der Masse Kopfüber in die Hölle und zurück Heute stehst du für alles was ich hasse Da ist keine Sehnsucht mehr in deinem Blick Du sagst, man tut halt, was man kann Und dir geht's gut – du kotzt mich an Wir haben geträumt von einer besseren Welt Wir haben sie uns so einfach vorgestellt, wir haben geträumt Es war 'ne lange Nacht; ich wünschte Wir wär'n niemals aufgewacht Revolution - von einer besseren Welt Wir haben sie uns - Revolution - so einfach vorgestellt, wir haben geträumt Es war 'ne lange Nacht; ich wünschte Wir wär'n niemals aufgewacht Ich wünschte wir wär'n niemals aufgewacht"
Rock,Die Ärzte,Die Bestie in Menschengestalt,1993,Omaboy,"Ich hab mich dem Bund verweigert, Zivildienst war angesagt Ins Altenheim für anderthalb Jahr Alles lief voll nach Planung, nie hätt ich mich beklagt Endlich würden all meine Träume wahr Denn seh ich schneeweißes Haar, ja, dann lauf ich Gefahr Mich vor Liebe und Sehnsucht fast zu vergessen Denn in dieser unseren Welt, wo Schönheit und Jugend nur zählt Bin ich auf die Liebe greiser Frauen versessen – je älter, je besser Wenn ich ihre Krampfadern zähle an formlos geschwollenen Beinen Oberweite am Bauch, das nenn ich gut gebaut (ohoho) Stargetrübte Augen, schlechter Atem von den Gallensteinen Starkes Make-up über hängender Haut (ohoho) Models in Strapsen sind schick, doch ich krieg meinen Kick Von welkenden Schenkeln, die sich in Stützstrumpfhosen pressen Denn seh ich schneeweißes Haar, ja, dann lauf ich Gefahr Mich vor Liebe und Sehnsucht fast zu vergessen - je älter, je besser (ohoho) Sie sind so unendlich viel mehr erfahren in Liebesdingen Wisst ihr, welche Gefühle sich in ihnen regen? Ich werde in neue Regionen der Liebe eindringen Denn heut werd ich eine flachlegen Denn seh ich schneeweißes Haar, ja, dann lauf ich Gefahr Mich vor Liebe und Sehnsucht fast zu vergessen Denn in dieser unseren Welt, wo Schönheit und Jugend nur zählt Bin ich auf die Liebe greiser Frauen versessen – je älter, je besser Je älter, je besser Je älter, je besser Je älter, je besser"
Rock,Die Ärzte,Die Bestie in Menschengestalt,1993,Lieber Tee,"Neulich rief mich Harry an und sagte, dass er fliegen kann Ich sprach: Das ist doch glatt gelogen Da flog er los, er flog ein Stück Doch dann brach er sich das Genick Und das kommt nur von diesen Drogen Ich sag euch: Nee, nee, nee – da trink ich doch lieber Tee Gestern traf ich Sylvia, die sagte: Ach, da bist du ja Und sie wirkte leicht benommen Sie redete und redete und redete und redete Auch das tut nur von Drogen kommen Ich sag euch: Nee, nee, nee – da trink ich doch lieber Tee Vorhin begegnete ich Frank, der sah so aus, als wär er krank Und er hatte es sehr eilig Er sah mich ziemlich glasig an und rannte gegen einen Schrank Auch da waren Drogen dran beteiligt! Ich sag euch: Nee, nee, nee – da trink ich doch lieber Tee Und nachts, wenn es dunkel wird Wenn man infolge der Lichtverhältnisse nichts mehr sehen kann Nach Sonnenuntergang im Finstern sitzen seltsame Gestalten Die zu allem Überfluss noch ihre Sonnenbrillen tragen Auf orange-geblümten Sofas Und da rauchen sie dann Haschisch, Haschisch Aber das ist streng geheim"
Rock,Die Ärzte,Die Bestie in Menschengestalt,1993,Wenn es Abend wird,"Joladadihidihidijodijö Joladadihidijadijudijö Wenn es Abend wird drunt' am Alpensee Und die Nacht rückt langsam näher Wenn die Lerche steigt und die Sonne sinkt Ja, da wird mir dann mein kleines Herzerl schwer Und dann kehre ich in eine Wirtschaft ein Wo man ungestört noch sitzen kann Und da trinke ich ein kleines Glaserl Wein Und dann schau ich mir die lieben Leute an Da ist der Eichlinger mit seinem BMW Der fährt auch, wenn er besoffen ist Er hat keine Angst um seinen Führerschein Denn er selber ist ja hier der Polizist Und die Frau Wirtin ist eine Witwe jetzt Und sie führt die Wirtschaft ganz allein Denn der Wirt ging fremd mit seiner schönsten Kuh Und da schenkte sie ihm Zyankali ein Sieben Jahr ists her, dass Franzens Vater starb Sieben Jahr sind eine lange Zeit Und jetzt sitzt er da in seinem Jaguar Denn der dicke Rentenscheck Der kommt noch heut Joladadihidihidijodijö Joladadihidijadijudijö Und die Heidelind hat schon ihr drittes Kind Dabei ist sie grad erst 17 Jahr Und die Kleinen sind alle mongoloid Denn der Vater ist ihr lieber Herr Papa Da ist mei Lehrerin, der ich so dankbar bin Weil I heute schreibn und lesen kann Und in den Ferien, da fährt sie nach Schwerin Und da zündt sie Asylantenheime an Und der Herr Pfarrer steht bei der Annegret Und er lächelt stets so fromm und froh Und vor der Kommunion steckt er den braven Buam Eine gottgeweihte Kerze in den Po Wenn es Abend wird drunt' am Alpensee Und die Nacht rückt langsam näher Wenn die Lerche steigt und ihr Lied erklingt Ja, da wird mir dann mein kleines Herzerl schwer. Joladadihidihidijodijö Joladadihijahijaho Joladadihidihi-jodijö Joladadihidijadijudijö"
Rock,Die Ärzte,Mach die Augen zu,1993,Mach die Augen zu,"Mach die Augen zu und küss mich Und dann sag, dass du mich liebst Ich weiß genau, es ist nicht wahr Doch ich spüre keinen Unterschied Wenn du dich mir hingibst Mach die Augen zu und küss mich Mach mir ruhig etwas vor Ich vergesse was passiert ist Und ich hoffe und ich träume Ich hätt' dich noch nicht verloren Es ist mir total egal, Ob du wirklich etwas fühlst Tu was du willst Mach die Augen zu und küss mich Ist es auch das letzte Mal Lass uns den Moment des Abschieds noch verzögern Lass mich jetzt noch nicht allein mit meiner Qual Mach die Augen zu und küss mich Mach mir ruhig etwas vor Wenn du willst kannst du dann gehen Aber denk dran ohne dich, Ohne dich bin ich verloren Es ist mir absolut egal Ob du nur noch mit mir spielst Tu was du willst Mach die Augen zu Mach die Augen zu Mach die Augen zu und küss mich Mach die Augen zu Mach die Augen zu Mach die Augen zu und küss mich"
Rock,Die Ärzte,Mach die Augen zu,1993,25 Stunden am Tag,"24 Stunden am Tag denk' ich an Dich. Weiß gar nicht was los ist, alles langweilt mich. Ich hab Dich auf der Party gesehen. Ein kurzer Blick von Dir und es war um mich geschehn. Musik, Ausgehen, Fernsehen, alles was ich mag. Ohne Dich Langeweile den ganzen Tag. Seit Tagen sitz' ich jetzt schon am Telefon. Trau mich nicht Dich zu erreichen, das ist der Hohn. Doch irgendwann werd' ich Dir meine Liebe gestehn. Ich werd' dich fragen: ""Willst du mit mir gehen ?"". Und wenn Du ja sagst, lass ich Dich niemals mehr allein. Ich pflanz' Dir einen Baum auf dem Mond. Ich baue uns ein kleines Schloss unten im Meer wo keiner wohnt. Ich klau' ein Flugzeug und wir fliegen um die Welt. Ich schenk' Dir die Ewigkeit und dann lieben wir uns für immer. Und dann lieben wir uns für immer, für immer, für immer, für immer Ohoooo Ich pflanz' Dir einen Baum auf dem Mond. Ich bau' uns ein kleines Schloss unten im Meer wo keiner wohnt. Ich klaue ein Flugzeug und wir fliegen um die Welt. Alles was Du willst, und noch viel mehr, besorg ich Dir auch ohne Geld. Ich pflanz' Dir einen Baum auf dem Mond. Ich bau' uns ein kleines Schlsso unten im Meer wo keiner wohnt. Ich klau' ein Flugzeug und wir fliegen um die Welt. Ich schenk' Dir die Ewigkeit und dann leben wir für immer. Und dann schlagen wir uns für immer und dann lieben wir uns - 25 Stunden am Tag."
Rock,Die Ärzte,Mach die Augen zu,1993,Punkrockgirl,"Mit den HAREMS stehst Du auf Die PARASITES bringen Dich gut drauf Mit Blondie gehst Du zum Frühstück Und bevor es Mittag wird Hast Du schon ALL und Snuff gehört Und Slime und PROLL geben Dir den Durchblick Social Distortion und die Ramones Nur nicht so 'n Scheiß wie King Køng und DEPP JONES Du brauchst den Punk den ganzen Tag Nur Punk ist was Du magst Kleines Punkrockgirl Kleines Punkrockgirl Dickies, Buzzcocks, NOISE ANNOYS Ruts, The Damned, die BAD TOWN BOYS Punkrock rules, Punkrock ist Dein Leben Und weil SID gestorben ist, hat Dich noch nie ein Mann geküsst Einen Anderen wird's für Dich nie geben BORN TO LOSE und Gabba Gabba Hey Hast Du mal 'ne Mark und - logo - Anarchie Du brauchst den Punk den ganzen Tag Nur Punk ist was Du magst Kleines Punkrockgirl Kleines Punkrockgirl Kleines Punkrockgirl Kleines Punkrockgirl Du steckst jede Mark in Punk Und nicht in die Werbung Hast kein Geld auf der Bank Doch Dein Haar 'ne prima Färbung Hörst Punk den ganzen Tag Nur Punk ist was Du magst Kleines Punkrockgirl Kleines Punkrockgirl Kleines Punkrockgirl Kleines Punkrockgirl Kleines Punkrockgirl Kleines Punkrockgirl Kleines Punkrockgirl Kleines Punkrockgirl Kleines Punkrockgirl"
Rock,Die Ärzte,Mach die Augen zu,1993,Wahre Liebe,"37 Grad, Schalalahooh ... Tanja war tanzen in einer Diskothek, und da traf sie einen Punker. Ein viertel Jahr später wusst' sie nicht mehr wie er hieß, und war im 3. Monat schwanger. Und als sie Gabi das erzählt sagt Gabi: ""Oi Oi Oi. Mir kann das zum Glück nicht passieren, denn ich bin meinem Uwe treu."" Weil er mich liebt, ist er nett zu mir. Weil er mich liebt, lässt er mich nie allein. Weil er mich liebt, schenkt er mir Rosen. Und ich glaube er wird immer bei mir sein. Schalalahooh ... Tanja die wird neidisch als Gabi so erzählt. Wie lang die beiden sich schon kennen. Und das er immer nett ist und sie auch selten quält. Und das sie sich bestimmt nie trennen. ""Ich zeig dir mal ein Bild von ihm. Ich hoffe nur ich finde es. Ach hier ..."", und Tanja wird ganz bleich, ""Das ist der Vater meines Kindes."" Weil er mich liebt, ist er nett zu mir. Weil er mich liebt, lässt er mich nie allein. Weil er mich liebt, schenkt er mir Rosen. Und ich glaube er wird immer bei mir sein. (3x) Tausendmal berührt ..."
Rock,Die Ärzte,Das Beste von kurz nach früher bis jetze,1994,Grace Kelly,"Es war in Monaco letztes Jahr Ich strich ihr zärtlich übers Haar Sie sah auf die Uhr, dann sah sie mich an: »Es ist schon spät, ich muss zurück zu meinem Mann.« Und ich ließ sie gehn Warum habe ich sie gehen lassen? Dafür werde ich mich immer hassen Grace Kelly, pass auf, in der Kurve lauert der Tod Grace Kelly, pass auf, in der Kurve lauert der Tod So fuhr sie davon und sie war so schön Ich hab sie als letzter noch lebend gesehn Sie winkte noch einmal mit der linken Hand Bevor sie um die nächste Kurve verschwand Jetzt war alles zu spät! Grace Kelly, verlass mich nicht Wie soll ich leben ohne dich? Grace Kelly, pass auf, in der Kurve lauert der Tod ... Wir hatten schon Pläne wegen einer Scheidung Doch am nächsten Tag las ichs in der Zeitung Meine Welt stürzte ein wie ein Kartenhaus Ich brach auf der Stelle in Tränen aus Und das Volk weinte mit mir Warum hat Gott das zugelassen? Ich kann es immer noch nicht fassen Grace Kelly ist tot, Grace Kelly ist tot Grace Kelly ist tot, sie ist tot ... Grace Kelly ist tot"
Rock,Die Ärzte,Das Beste von kurz nach früher bis jetze,1994,Zu spät,"Warum hast du mir das angetan? Ich hab's von einem Bekannten erfahren Du hast jetzt einen neuen Freund Zwei Wochen lang hab ich nur geweint Jetzt schaust du weg, grüßt mich nicht mehr Und ich lieb' dich immer noch so sehr Ich weiß, was dir an ihm gefällt Ich bin arm und er hat Geld Du liebst ihn nur, weil er ein Auto hat Und nicht, wie ich, ein klappriges Damenrad Doch eines Tages werd' ich mich rächen Ich werd' die Herzen aller Mädchen brechen Dann bin ich ein Star Der in der Zeitung steht Und dann tut es dir leid Doch dann ist es zu spät Zu spät (zu spät) Zu spät (zu spät) Zu spät (zu spät) Doch dann ist es zu spät Zu spät (zu spät) Zu spät (zu spät) Zu spät (zu spät) Dann ist alles zu spät Du bist mit ihm im Theater gewesen Ich hab' dir nur Fix und Foxi vorgelesen Du warst mit ihm essen, natürlich im Ritz Bei mir gab's nur Currywurst mit Pommes Frites Der Gedanke bringt mich ins Grab Er kriegt das, was ich nicht hab' Ich hasse ihn – wenn es das gibt So, wie ich dich vorher geliebt Ich wollte ihn verprügeln, deinen Supermann Ich wusste nicht, dass er auch Karate kann (Hai, hai, hai, Ginseng) Doch eines Tages werd' ich mich rächen Ich werd' die Herzen aller Mädchen brechen Dann bin ich ein Star Der in der Zeitung steht Und dann tut es dir leid Doch dann ist es zu spät Eines Tages werd ich mich rächen Ich werd' die Herzen aller Mädchen brechen Dann bin ich ein Star Und du läufst hinter mir her Doch dann ist es zu spät Dann kenn' ich dich nicht mehr Zu spät (zu spät) Zu spät (zu spät) Zu spät (zu spät) Doch dann ist es zu spät Zu spät (zu spät) Zu spät (zu spät) Zu spät (zu spät) Dann ist alles viel zu spät"
Rock,Die Ärzte,Das Beste von kurz nach früher bis jetze,1994,Mr. Sexpistols,"Ich sitze ganz allein im Bus und ich fahr nach Haus Heute sagtest du zu mir: ""Mit uns ist es aus, mit uns ist es aus"" In der Monatskarte ein Foto von dir Ich trage es trotz alledem immer noch bei mir, immer noch bei mir Warum ich? Warum ich? Warum ich? Glücklich werd ich hier wohl nicht, ohoo – warum ich? Das war für mich eine ganz schöne Lasche Ich trug doch immer, immer deine Tasche, immer deine Tasche Im Bus da schrieben wirs auf eine Bank: Ich war Mr. Sexpistols, du warst Lady Punk, und du warst Lady Punk Warum ich? Warum ich? Warum ich? Glücklich werd ich hier wohl nicht, ohoo, niemals! Warum ich? Eine Träne rinnt mir über das Gesicht Doch über die Aknepickel kommt sie nicht Diese Träne ist so hilflos wie ich, so hilflos, so hilflos, so hilflos wie ... Warum hast du mir das angetan, du dumme, alte Kuh? Mein Leben, das ist jetzt verpfuscht, der Grund dafür bist du Der Grund dafür bist du! Warum ich? Warum ich? Warum ich? Glücklich werd ich hier wohl nicht, ohoo, niemals Niemals, nein – warum ich?"
Rock,Die Ärzte,Das Beste von kurz nach früher bis jetze,1994,Käfer,"Ich hatte heut Nacht einen Traum Und dieser Traum war sonderbar Ich saß auf einem Erbsenbaum Weil ich im Traum ein Käfer war Ich will kein Käfer sein Dann müsst ich um mein Leben beten Ein Käfer, der ist winzig klein Du würdest ihn bestimmt zertreten Ich will kein Käfer sein (Nein Nein Nein!) Ich will kein Käfer sein Ein Käfer kriegt nie einen Kuss Er hat auch ziemlich kleine Ohren Und wenn ich schon ein Tier sein muss Dann wär ich gern als Pferd geboren Ein Pferd ist größer noch als du Und man zertritt es nur mit Mühe Es gibt auch Pferde, die machen »Muh!« Doch diese Pferde heißen Kühe Ich will kein Käfer sein (Nein! Nein! Nein!) Ich will kein Käfer sein Kühe fressen Gras, wie Schafe Nur sind die Schafe noch viel doofer Denn aus der Kuh macht man die Vollmilch Und aus den Schafen die Pullover Doch Schaf zu sein wär mir 'ne Qual Denn Schafe brauchen einen Schäfer Ich glaub, ich werd ein Wal Hauptsache ist, ich werd kein Käfer! Ich will kein Käfer sein (Nein! Nein! Nein!) Ich will kein Käfer sein"
Rock,Die Ärzte,Das Beste von kurz nach früher bis jetze,1994,Radio Brennt,"Jedes Mal wenn ich bei dir bin Schaltest Du das Radio ein Immer dann wenn ich dich küssen will Lasse ich es lieber sein Sie spielen immer das Selbe Falcos neue LP Ich hör Madonna und Chris De Burgh Nur die Ärzte hör ich nie Und darum Tret ich dein Radio ein und darum Hack ich dein Radio klein Schmeiß' ich dein Radio an die Wand und darum Zünd ich dein Radio an Und dein Radio brennt Und dein Radio brennt Ich erinnere mich noch ganz genau An unsere erste Nacht Wir lagen stockbesoffen auf dem Rücksitz und da hast Du das Radio angemacht Sie spielten gerade dein Lieblingslied: ""Gehn wie ein Ägypter"" Wir wurde schlecht, ich zog mich an Und dann lief ich schreiend weg Und darum Tret ich dein Radio ein und darum Hack ich dein Radio klein Schmeiß' ich dein Radio an die Wand und darum Zünd ich dein Radio an Und dein Radio brennt..."
Rock,Die Ärzte,Das Beste von kurz nach früher bis jetze,1994,Ich bin reich,"Mein Swimmingpool reicht von Casablanca bis nach Istanbul Das ist ein Mordsmodul Und mein Schloss besteht aus purem Gold und ist gigantisch groß Da ist schwer was los Von morgens sechs bis nachts um vier Stehn die Mädels vor meiner Tür Ich bin reich, ich bin reich Ich bin reich, (uhoaho) ich bin reich Ich bin reich , ich bin reich Ganz nebenbei bin ich sozusagen ziemlich arbeitsscheu Ich hab trotzdem Geld wie Heu Denn meine Dienerschaft ernährt sich nur Von Weißbrot mit Orangensaft, das find ich fabelhaft Ich habe so verdammt viel Geld, ich kauf mir bald den Rest der Welt Ich bin reich, ich bin reich Ich bin reich, (juhuu) ich bin reich Ich bin reich, (juhuu) ich bin reich Wenn ich mich mal langweil und nicht weiß, wohin Zähle ich mein Geld und freue mich, wie reich ich bin Wär ich plötzlich arm wie eine Kirchenmaus Das wäre halb so wild, denn ich seh fantastisch aus Ich bin schön, ich bin reich, ich bin reich, ich bin schön Ich bin schön, ich bin reich, ich bin reich, ich bin schön Ich bin reich! Ich bin schön! Ich bin reich! Ich bin wunderschön! Ich bin reich! Ich bin schön! Ich bin superreich – Ich bin wunder-wunder-wunder-wunderschön Ich bin klug, so klug! Oioioi, bin ich klug! Ich bin fast so klug, wie ich schön bin! Und ich bin groß! Und blond! Und blauäugig! Na ja, ein bisschen blauäugig Und ich bin stark – bärenstark! Und groß! Und reich! Und schön! Ach – schön? Ich bin Adonis! Und ich bin sexy – Oioioi! Wild! Ganz, ganz wild! Ich bin heiß! Ich bin ziemlich erregend. Und ich habe eine kleine Gemeinsamkeit mit John Holmes! – na ja Ich bin Professor, ich bin Burt Reynolds! Ich bin Dracula, und Casanova; ich bin - Superman Und Batman, und Spinne! Und Hulk – aber schöner! Ha! Und grüner sowieso! Ich bin grün – und rot! Ich bin Freischwimmer! Ich bin Präsident!! Ich bin König und Kaiser Ich bin Gott, ja, Gott!!! Haha! Und überhaupt - Jesus - ha! - Maria - und Josef -"
Rock,Die Ärzte,Das Beste von kurz nach früher bis jetze,1994,Madonnas Dickdarm,"Ich wär gern Madonnas Dickdarm, ja, dann wär ich immer satt Und ich würde nur verspeisen, was sie schon gegessen hat Ich will immer ganz vorne stehn, egal, um was es geht Selbst wenn ich nur ein Schwindler bin, der auf der Bühne steht Ich will einmal nach Saarbrücken, ja, Saarbrücken wäre nett Ich will Haare auf dem Rücken und ein rosa Himmelbett Ich will nie an was glauben, was es gar nicht gibt Ich möchte mal ein Model treffen, was sich in mich verliebt Das ist, das ist, das ist alles, was ich will Das ist, das ist, das ist alles, was ich will Fest gemauert in der Erden steht die Form aus Lehm gebrannt Heut noch soll die Glocke werden, frisch, Gesellen, seid zur Hand! Ich möchte rote Haare, die bis zu den Hüften gehn Dann kiff ich mir die Birne zu und dann kann ich nicht mehr stehn Ich wär gern Gynäkologe, ja, dann hätt ich viele Fraun Ich würd sie von außen küssen und von innen mir anschaun Ich möchte Yoko Ono killen und ihr Vermögen erben Und wenn es einmal so weit ist, will ich auf meinem Skateboard sterben Das ist, das ist, das ist alles, was ich will …"
Rock,Die Ärzte,Das Beste von kurz nach früher bis jetze,1994,Ohne dich,"Wenn ich dich sehe, wird mir schlecht Bei dem Gedanken an dich bekomm ich Ausschlag Bitte spring doch aus dem Fenster Ich steh dann unten und ich freu mich auf den Aufschlag Was haben deine Eltern der Menschheit angetan? Warum legst du dich nicht unter eine Straßenbahn? Du bist nicht zu ertragen, du bist so widerlich Die Welt könnte so schön sein – ohne dich Wenn du irgendwann Geburtstag hast Bitte ich dich sehr, mich einzuladen Ich schenk dir ein paar Schuhe aus Beton Die ziehst du an , und dann gehen wir baden Eine tote Qualle hat in etwa dein Niveau Mit der Visage wärst du Star in jeder Monstershow Fahr zur Hölle, fall tot um, begreifst du mich denn nicht? Die Welt könnte so schön sein - ohne dich"
