gerne,interpret,album,release_year,songtitle,lyrics
Rock,Sportfreunde Stiller,"New York, Rio, Rosenheim",2013, Unter unten!,"Habt ihr auch davon gehört Das sich mancher gar nicht stört Wenn er das Niveau verlässt Gegen Regeln dann verstößt Weil ihm der Schalk im Nacken sitzt Er die Moral komplett vergisst Und sich so schlimm gehen lässt Bis er in die Hose nässt So weit würden wir nie geh'n Woll'n es ja nur versteh'n Testen das nur kurz mal an Damit man auch mitreden kann Unter uns und unter unten Ist noch jede Menge platz Warte nicht auf mich Ich komm heut' nicht nach Haus, mein Schatz Dö dö dö dö dö, dö dö dö dö dööö Dö dö dö dö dö, dö dö dö dö dööö Dö dö dö dö dö, dö dö dö dö dööö Dö dö dö dö dö, dö dö dö dö dööö Habt ihr schon davon gehört Das wenn man viele Kelche leert Es irritierend schnell passiert Das der Charakter variiert Wir schnuppern kurz an einer Brust Hui, die Hand kriegt Wanderlust Diese schamfreie Narretei Schreit nach Kneipenschlägerei So weit würden wir nie geh'n Woll'n es ja nur versteh'n Testen das nur kurz mal an Damit man auch mitreden kann Unter uns und unter unten Ist noch jede Menge platz Warte nicht auf mich Ich komm heut' nicht nach Haus, mein Schatz Dö dö dö dö dö, dö dö dö dö dööö Dö dö dö dö dö, dö dö dö dö dööö Dö dö dö dö dö, dö dö dö dö dööö Dö dö dö dö dö, dö dö dö dö dööö"
Rock,Sportfreunde Stiller,"New York, Rio, Rosenheim",2013, Es muss was Wunderbares sein von mir geliebt zu werden,"Liebes Fräulein ich möchte mich zu dir setzten Und mit dir ein paar Sätze wechseln Um dir zu erklär'n das wir zusammen gehör'n. Gestatten: Mein Name ist nicht von gelange Wichtig ist nur, ich bin nicht wie die andern Ich führe dich voll ganz bei unserem Tanz Ich bin kein bekannter Herzensbrecher, Kein verkappter Schwerverbrecher, Sondern ein Charmeur mit einem heißem Flair. Ich bin kein Millionär, kein Schauspieler und Schwindler Ich habe keine Hobbys, bin ausschließlich für dich da. Alles was ich geben kann ist unendlich und Lebenslang Ein Konzentrat an Liebe. Es muss was wunderbares sein, von mir geliebt zu werden. Du bist für immer mein auf dieser schönen Erde! Mit mir tanzt sich's schön durch's Leben, Es kann wohl nicht's schöneres geben. Es muss was wunderbares sein, von mir geliebt zu werden! Sie sagt zu mir: Romantische Stunden mit leichten Bisswunden, Ein Höllenritt gerne auch zu Dritt Mit Zeder und Parfüm im Lederkostüm. Ich hebe dich auf Wolke 7, Mit Hilfe von Rohrstock und Riemen. So tu ich meine Sehnsucht kund Mit einem rotem Ball im Mund. Alles nur aus Liebe! Es muss was wunderbares sein, von mir geliebt zu werden. Du bist für immer mein auf dieser schönen Erde! Mit mir tanzt sich's schön durch's Leben, Es kann wohl nicht's schöneres geben. Es muss was wunderbares sein, von mir geliebt zu werden! Es muss was wunderbares sein, von mir geliebt zu werden. Du bist für immer mein auf dieser schönen Erde! Mit mir tanzt sich's schön durch's Leben, Es kann wohl nicht's schöneres geben. Es muss was wunderbares sein, von mir geliebt zu werden! Es muss was wunderbares sein! Es muss was wunderbares sein! Mit mir tanzt sich's schön durch's Leben, Es kann wohl nichts schöneres geben! Es muss was wunderbares sein, von mir geliebt zu werden!"
Rock,Sportfreunde Stiller,"New York, Rio, Rosenheim",2013, Wieder kein Hit,"Ich hab mich heut' erst nochmal umgedreht Und mir 'ne feine Scheibe aufgelegt Ich war Punk, Rapper und Kommunist Wollt mal ausprobieren, wie das so ist Ich war entzückt, verzaubert und berührt Ich war betroffen. Ich habs gespürt Hab was gekauft, was ich nicht brauch. Verschenken geht ja auch Und alles was ich dann noch tat war keine Diät Es wurde sehr spät. Kein Shades of Grey! Carlifonia ey Ich hab heut' wieder keinen Hit geschrieben Doch damit hab ich meinen Frieden Hab mal wieder nicht gemacht was ich sollte, sondern einfach nur was ich wollte Hab ihn gefragt: ""Was das soll?"" Hab ihr gesagt: ""Du bist toll!"" Bin rausgefahren, hab angehalten, mich unterhalten mit Jungen und Alten Bin mit schrillen Vögeln abgehoben Hey ungelogen: Ich schaute Moody und Runkle Hörte Simon & Garfunkel Kurz rief die Pflicht, doch ich hörte sie nicht Ich hab heut' wieder keinen Hit geschrieben Dafür schwob ich auf Wolke 7 Hab mal wieder nicht gemacht was ich sollte, sondern einfach nur was ich wollte Soll ich dieben gehen, Melodien stehlen? Für meinen Evergreen? Ach was ich leg mich hin Ich hab heut' wieder keinen Hit geschrieben Doch damit hab ich meinen Frieden Hab mal wieder nicht gemacht was ich sollte, sondern einfach nur was ich wollte"
Rock,Sportfreunde Stiller,"New York, Rio, Rosenheim",2013, Lederjacke,"Ich leih Dir alle meine Ideen Kannst sie haben, kannst sie nehmen Ich borg' Dir Hut, Shirt und Bett Komm mach's Dir darin nett. Ich teile meine Zeit, meine Freunde, meine Lieder Es tat mir niemals Leid, ich tu es immer gerne wieder Ich tu's gerne immer wieder Ich schenke Dir, ich schenke Dir, schenk' Dir mein ganzes Leben. Meine Lederjacke kriegst Du nicht. Ich schenke Dir, ich schenke Dir, schenk' Dir mein ganzes Leben. Meine Lederjacke kriegst Du nicht. Ich zeig Dir meine Tiefen, meine Bilder und Geschichten Und wenn Sie zu viel triefen, lass uns neue dichten. Ich schenke Dir, ich schenke Dir, schenk' Dir mein ganzes Leben. Meine Lederjacke kriegst Du nicht. Ich schenke Dir, ich schenke Dir, schenk' Dir mein ganzes Leben. Meine Lederjacke kriegst Du nicht. Ich schenke Dir, ich schenke Dir, schenk' Dir mein ganzes Leben. Meine Lederjacke kriegst Du nicht. Ich schenke Dir, ich schenke Dir, schenk' Dir mein ganzes Leben. Meine Lederjacke kriegst Du nicht. Ich schenke Dir, ich schenke Dir, schenk' Dir mein ganzes Leben. Meine Lederjacke kriegst Du nicht."
Rock,Sportfreunde Stiller,"New York, Rio, Rosenheim",2013, Wunder fragen nicht,"Es ist so 'ne Sache mit den Wundern Erst komm sie nicht, dann überfallen sie dich Du brauchst dich nicht zu wundern Wunder fragen nicht Sie fragen nicht Jetzt ist es wieder passiert Und ich hatte es mir festgenommen Das ich nie mehr vergess' Das alles möglich ist Und es kann immer sein sie meinen dich Es ist so 'ne Sache mit den Wundern Erst komm sie nicht, dann überfallen sie dich Du brauchst dich nicht zu wundern Wunder fragen nicht Sie fragen nicht Jetzt ist es wieder passiert Ich hab's nicht kapiert Und wenn schon Es ist alles in dir Und es kann immer sein Sie meinen dich Sie meinen dich Nenn' es Kitsch, Nenn' es platt, Nenn' es nicht von dieser Welt. Doch wenn sie dich treffen, Dann grüße sie freundlich, Denn es kann immer sein, Sie meinen dich Es ist so 'ne Sache mit den Wundern Erst kommen sie nicht, Dann überfallen sie dich Du brauchst dich nicht zu wundern Wunder fragen nicht, Sie fragen nicht Wunder fragen nicht Wunder fragen nicht Wunder fragen nicht"
Rock,Sportfreunde Stiller,"New York, Rio, Rosenheim",2013, Einmal Du,"Ich wär so gerne einmal Du Wenn auch nur für einen Tag Möchte wissen was geschieht Wenn man mit Deinen Augen sieht. Wie strahlt Dein Rausch wie ist dein Weh Farbenbilder Schönheit Siehst Du auch das was ich so seh? Wie tief geht deine Liebe? Wie stark ist deine Kraft? Wie lange daürt Deine Zeit? Nur Du fühlst es auf deine eigne Art. Wie frei ist Deine Freiheit? Wie schwarz ist deine Nacht? Wie glücklich ist dein Glück? Worte, sind hier für nicht gemacht. Ich wär so gerne einmal Du Wenn auch nur für einen Tag Möchte wissen was geschieht Wenn man mit Deinen Augen sieht. Wie drehst Du ab? Wann wird es für Dich knapp? Wann hast Dus für Dich geschafft? Nur Du fühlst es auf Deine eigne Art. Wie frei ist deine Freiheit? Wie schwarz ist deine Nacht? Wie glücklich ist dein Glück? Worte sind hier für nicht gemacht. Wie frei ist deine Freiheit? Wie schwarz ist deine Nacht? Wie glücklich ist dein Glück? Worte sind hier für nicht gemacht. Ich wär so gerne einmal Du Wenn auch nur für einen Tag Möchte wissen was geschieht Wenn man mit Deinen Augen sieht."
Rock,Tokio Hotel,Schrei,2005,Schrei,Du stehst auf Und kriegst gesagt wohin du gehen sollst Wenn du da bist Hörst du auch noch was du denken sollst Danke das war mal wieder echt'n geiler Tag Du sagst nichts Schrei und keiner fragt dich Sag mal willst du das Nein nein nein nananana nein Nein nein nein nananana nein Schrei!- Bis du du selbst bist Schrei!- Und wenn es das Letzte ist Schrei!- Auch wenn es weh tut Schrei so laut du kannst! Schrei!- Bis du du selbst bist Schrei!- Und wenn es das Letzte ist Schrei!- Auch wenn es weh tut Schrei so laut du kannst- Schrei! Pass auf Rattenfänger lauern überall Verfolgen dich Und greifen nach dir aus'm Hinterhalt Versprechen dir alles wovon du nie geträumt hast Alle Und irgendwann ist es zu spät Und dann brauchst du das Nein nein nein nananana nein Nein nein nein nananana nein Schrei!- Bis du du selbst bist Schrei!- Und wenn es das Letzte ist Schrei!- Auch wenn es weh tut Schrei Schrei so laut du kannst! Schrei!- Bis du du selbst bist Schrei!- Und wenn es das Letzte ist Schrei!- Auch wenn es weh tut Schrei so laut du kannst- Schrei! Zurück zum Nullpunkt Jetzt kommt eure Zeit Lasst sie wissen wer ihr wirklich seid Schrei schrei schrei schrei Jetzt ist unsre Zeit Schrei!- Bis du du selbst bist Schrei!- Und wenn es das Letzte ist Schrei!- Auch wenn es weh tut Schrei so laut du kannst! Schrei!- Bis du du selbst bist Alle Schrei!- Und wenn es das Letzte ist Schrei!- Auch wenn es weh tut Schrei so laut du kannst- Schrei! Und jetzt schweig! Nein! Weil du du selbst bist Nein! Und weil es das Letze ist Nein! Weil es so weh tut Schrei Schrei so laut du kannst Nein! Nein! Nein! Nein! Nein! Nein! Schrei so laut du kannst Schrei!
Rock,Tokio Hotel,Schrei,2005,Durch den Monsun,"Das Fenster öffnet sich nicht mehr Hier drin ist es voll von dir - und leer Und vor mir geht die letzte Kerze aus. Ich warte schon 'ne Ewigkeit Endlich ist es jetzt soweit Da draußen zieh'n die schwarzen Wolken auf: Ich muss durch den Monsun Hinter die Welt Ans Ende der Zeit Bis kein Regen mehr fällt Gegen den Sturm Am Abgrund entlang Und wenn ich nicht mehr kann, denk ich daran: Irgendwann laufen wir zusammen Durch den Monsun, dann wird alles gut 'n halber Mond versinkt vor mir War der eben noch bei dir Und hält er wirklich was er mir verspricht? Ich weiß, dass ich dich finden kann Hör' deinen Namen im Orkan Ich glaub noch mehr dran glauben kann ich nicht. Ich muss durch den Monsun Hinter die Welt Ans Ende der Zeit Bis kein Regen mehr fällt Gegen den Sturm Am Abgrund entlang Und wenn ich nicht mehr kann, denk ich daran: Irgendwann laufen wir zusammen Weil uns einfach nichts mehr halten kann Durch den Monsun Hey! Hey! Ich kämpf mich durch die Mächte, hinter dieser Tür! Werde sie besiegen und dann führ'n sie mich zu dir! Dann wird alles gut - dann wird alles gut, Wird alles gut - alles gut... Ich muss durch den Monsun Hinter die Welt Ans Ende der Zeit Bis kein Regen mehr fällt Gegen den Sturm Am Abgrund entlang Und wenn ich nicht mehr kann, denk ich daran: Irgendwann laufen wir zusammen Weil uns einfach nichts mehr halten kann Durch den Monsun Durch den Monsun Dann wird alles gut Durch den Monsun Dann wird alles gut..."
Rock,Tokio Hotel,Schrei,2005,Rette mich,Zum ersten mal alleine In unserem versteck Ich seh noch unser namen an der wand Und wisch sie wieder weg Ich wollt dir alles anvertrauen Warum bist du abgehauen Komm zurück Nimm mich mit Komm und rette mich Ich verbrenne innerlich Komm und rette mich Ich schaff's nicht ohne dich Komm und rette mich Rette mich Rette mich Unsre träume warn gelogen Und keine träne echt Sag dass das nicht war ist Sag es mir jetzt Viellecht hörst du iergendwo Mein sos im radio Hörst du mich Hörst du mich nicht Komm und rette mich Ich verbrenne innerlich Komm und rette mich Ich schaff's nicht ohne dich Komm und rette mich Dich und mich Dich und mich Dich und mich Dich und mich Ich seh noch unsre namen Und wisch sie wieder weg Unsre träume waren gelogen Und keine träne echt Hörst du mich Hörst du mich nicht Komm und rette mich Rette mich Komm und rette mich Ich verbrenne innerlich Komm und rette mich Ich schaffs nicht ohne dich Komm und rette mich Rette mich Rette mich Rette mich Rette mich
Rock,Tokio Hotel,Schrei,2005,Freunde bleiben,Du bist das was ich nicht sein will Du wärst lieber tot als Bill Leck' mich doch – danke ist nicht nötig Keine Ahnung was es ist – Was mich anpisst wenn du da bist Arschgesicht – nimm' das nicht persönlich Ich rede nicht so'n Scheiß wie du Steh' nicht auf die gleichen Bands wie du Das ist ok für mich Aber tu mir nur diesen einen Gefallen Bitte lass uns keine Freunde bleiben Ist mir lieber wir können uns nicht leiden Niemals einer Meinung sein Ist besser als sich anzuschleimen Lass uns lieber keine Freunde bleiben Das ist doch ok für dich – oder nicht Ohne Typen wie dich und mich Wär's doch langweilig Jeden Tag muss ich dich sehn'n – Und die anderen die dich versteh'n Du bist der geilste unter Vollidioten Nietenketten und Tattoo – Mami lässt das alles zu Dafür trägst du Papis lange Unterhosen Ich trage nicht so'n Scheiß wie du Steh' nicht auf die gleichen Frau'n wie du Das ist ok für mich Aber tu mir nur diesen einen Gefallen Bitte lass uns keine Freunde bleiben Ist mir lieber wir können uns nicht leiden Niemals einer Meinung sein Ist besser als sich anzuschleimen Lass uns lieber keine Freunde bleiben Das ist doch ok für dich – oder nicht Ohne Typen wie dich und mich wär's doch langweilig Tu mal nicht so nett sonst kriegst du richtig Ich hätt' da noch'n gut gemeinten rat an dich Bitte lass uns keine Freunde bleiben Ist mir lieber wir können uns nicht leiden Niemals einer Meinung sein Ist besser als sich anzuschleimen Lass uns lieber keine Freunde bleiben Das ist doch ok für dich – oder nicht Ohne Typen wie dich und mich Wär's doch langweilig
Rock,Tokio Hotel,Schrei,2005,Wenn nichts mehr geht,Keiner mehr da der mich wirklich kennt Meine Welt bricht grad' zusammen Und es läuft'n happy-end Um dich weinen soll ich nicht Ich weiß unsterblich sind wir nicht Aber du hast mal gesagt Wenn nichts mehr geht Wird' ich ein Engel sein – für dich allein Und dir in jeder dunkeln Nacht erschein' Und dann fliegen wir weit weg von hier Wir werden uns nie mehr verlier'n Bis du mir das erste mal erscheinst Stell' ich mir vor dass du von oben Mit den Wolken für mich weinst Ich wart unendlich lagn auf dich Doch so unendlich ist es nicht Denn du hast mal gesagt Wenn nichts mehr geht Wird' ich ein Engel sein – für dich allein Und dir in jeder dunkeln Nacht erschein' Und dann fliegen wir weit weg von hier Wir werden uns nie mehr verlier'n Denk nur an mich und du siehst Den Engel der neben dir fliegt Denk nur an mich und du siehst Den Engel der neben dir fliegt Wenn nichts mehr geht Wird' ich ein Engel sein – für dich allein Und dir in jeder dunkeln Nacht erschein' Und dann fliegen wir weit weg von hier Wir werden uns nie mehr verlier'n
Rock,Tokio Hotel,Schrei,2005,Lass uns hier raus,Willkommen in unser'm Traum – Verbote sind verboten Deutschland braucht'n Superstar und keine Vollidioten Total egal wenn was dagegen spricht – interessiert mich nich' Lass uns hier raus – wir wollen da rein In unserem Traum die ersten sein Halt' uns nicht auf – das ist unser Traum Da ist alles erlaubt – wenn ihr wollt Könnt' ihr dabei zuschau'n Jeden Tag die freie Wahl – wir ham euren Weg verlassen Ihr könnt den Rest des Lebens ohne uns allein verpassen Und wenn die ganze Welt dagegenspricht – interessiert mich nich' Lass uns hier raus – wir wollen da rein In unserem Traum die ersten sein Halt' uns nicht auf – das ist unser Traum Da ist alles erlaubt – wenn ihr wollt Könnt' ihr dabei zuschau'n Wir sind 'ne boygroup und gecasted sind wir auch Und nächsten Sommer lösen wir uns wieder auf In vier kleinen Träume an deiner Wand Und am nächsten Morgen hast du die Poster schon verbrannt Und die nächsten in der Hand Lass uns hier raus – wir wollen da rein In unserem Traum die ersten sein Halt' uns nicht auf – das ist unser Traum Da ist alles erlaubt – wenn ihr wollt Könnt' ihr dabei zuschau'n
Rock,Tokio Hotel,Schrei,2005,Gegen meinen Willen,Wie soll es mir schon gehn Ihr guckt euch nicht mehr an Und ihr glaubt ich merk das nicht Wo soll ich jetzt hin Was habt ihr euch gedacht Sagt es mir jetzt in mein Gesicht Sagt wofür das alles hier zerbricht Es macht mich fertig Es ist gegen meinen Willen Es ist gegen jeden Sinn Warum müsst ihr euch jetzt trennen Euren Namen umbenennen Unser Ende ist schon hier Und ihr sagt es nicht vor mir Ich hasse euch dafür Es ist gegen meinen Willen Dagegen Bin dagegen Habt ihr schon vergessen Wie es einmal war Habt ihr unsre Bilder schon verbrannt Ich hau Bretter vor die Fenster Verriegel meine Tür Ihr sollt nicht sehen Dass ich nicht mehr kann Eure Welt Tu ich mir nicht mehr an Sie macht mich fertig Es ist gegen meinen Willen Es ist gegen jeden Sinn Warum müsst ihr euch jetzt trennen Euren Namen umbenennen Unser Ende ist schon hier Und ihr sagt es nicht vor mir Ich hasse euch dafür Es ist gegen meinen Willen Dagegen Bin dagegen Dagegen Dagegen Dagegen Dagegen Dagegen Spart euch eure Lügen Ich will sie nicht mehr hören Den letzten Rest an Liebe Braucht ihr mir nicht mehr zu schwören Ich will euch nicht mehr länger stören Ihr macht mich fertig Gegen meinen Willen Es ist gegen meinen Willen Es ist gegen jeden Sinn Warum müsst ihr euch jetzt trennen Euren Namen umbenennnen Unser Ende ist schon hier Und ihr sagt es nicht vor mir Ich hasse euch dafür Es ist gegen meinen Willen Dagegen Bin dagegen Dagegen Dagegen Bin Dagegen Dagegen
Rock,Tokio Hotel,Schrei,2005,Jung und nicht mehr jugendfrei,Ihr steht immer pünktlich auf Und verpennt was bei uns geht Ich seh was was du nicht siehst – Guck mal was auf unseren Jacken steht 'tschuligung – du stehst im Weg Und wir müssen hier vorbei... Wir sind jung und nicht mehr jugendfrei Tut mir leid ich weiß wir sollen nicht Doch wir fangen schon mal zu leben an Wir sind jung und nicht mehr jugendfrei Eure Rechnung ist mit uns nicht aufgegangen Wir fangen schon mal zu leben an Ihr guckt immer gerade aus – Habt uns nicht kommen sehen Hallo ihr habt'n Problem Weil wir das Kommando übernehmen 'tschuldigung – du stehst im Weg Und wir müssen hier vorbei Wir sind jung und nicht mehr jugendfrei Tut mir leid ich weiß wir sollen nicht Doch wir fangen schon mal zu leben an Wir sind jung und nicht mehr jugendfrei Eure Rechnung ist mit uns nicht aufgegangen Wir fangen schon mal zu leben an Wir sind immer was ihr grad nicht braucht Das ist traurig – Aber mittlerweile scheiss ich drauf Wir sind jung und nicht mehr jugendfrei Tut mir leid ich weiß wir sollen nicht Doch wir fangen schon mal zu leben an Wir sind jung und nicht mehr jugendfrei Eure Rechnung ist mit uns nicht aufgegangen Wir fangen schon mal zu leben an
Rock,Tokio Hotel,Schrei,2005,Der letzte Tag,"Jetzt sind wir wieder hier – Bei dir oben auf'm Dach Die ganze Welt da unten Kann von mir aus untergehen heute Nacht Sind wir zum letzten mal zusammen Es hat doch grad' erst angefangen Wenn dieser Tag der letzte ist Bitte sag es mir noch nicht Wenn das das Ende für uns ist Sag's nich' - noch nicht Ist das etwa schon der Tag danach – Wo alle Uhren still stehen Wo's am Horizont zu Ende ist Und alle Träume schlafen gehen Sind wir zum letzten mal zusammen Es hat doch grad' erst angefangen Wenn dieser Tag der letzte ist Bitte sag es mir noch nicht Wenn das das Ende für uns ist Sag's nich' - noch nicht Das ist der letzte Tag, das ist der letzte Tag Ist das der letzte Regen bei dir oben auf'm Dach Ist das der letzte Segen und unsere letzte Nacht Hat unser Ende angefangen Egal – wir sind ja noch zusammen Wenn dieser Tag der letzte ist Bitte sag es mir noch nicht Wenn das das Ende für uns ist Sag's nich' - noch nicht Wenn dieser Tag der letzte ist Bitte sag es mir noch nicht Und wenn du bleibst dann sterbe ich Noch nicht – noch nicht Das ist der letzte Tag, das ist der letzte Tag Ist das der letzte Regen bei dir oben auf'm Dach Ist das der letzte Segen ...das ist der letzte Tag"
Rock,Tokio Hotel,Schrei,2005,Unendlichkeit,Die Wärme trägt uns bis in die Unendlichkeit Alles treibt an uns vorbei Im Mondlicht sind nur noch wir zwei Die Unendlichkeit ist nicht mehr weit Die Unendlichkeit ist jetzt nicht mehr weit Die Nächste Ewigkeit ist an der Zeit Für immer ist alles was und bleibt Durch den Horizont am Himmel vorbei Die Unendlichkeit ist nicht mehr weit Die Unendlichkeit ist jetzt nicht mehr weit Die Unendlichkeit ist jetzt nicht mehr weit Die Unendlichkeit ist jetzt nicht mehr weit Die Unendlichkeit
Rock,Tokio Hotel,Schrei,2005,Beichte,"Es beginnt jeden Morgen Es klingelt um 7 Der Wecker und ich Bleiben erstmal schön liegen Ich bin immer zu spät Und im Sport zweite Wahl Darum schreib ich ""Fuck you"" Auf jeden Siegerpokal Ich will dich nur für 'ne Nacht Und fühl mich gut dabei Das ist alles zu wahr Um auch noch schön zu sein Und ich frag mich Ob ich in den Himmel komm' So überhaupt nicht fromm Hey, Teufel, komm raus Ich hab dich geseh'n Und noch die Hoffnung Du wirst mich versteh'n Hey, Teufel, kannst du Meine Beichte lesen Und dann mit Gott Nochmal drüber reden Ich bin leider ehrlich Auch wo's nicht passt Und seit meiner Beichte Beim Pastor verhasst Ich weiß, das geht gar nicht Doch es lag auf der Hand Und dann hab ich meinem Bruder Die Freundin ausgespannt Man hat mir jede Lüge Schon mal geglaubt Und in meine leeren Versprechen vertraut Ich frag mich Ob ich in den Himmel komm' So überhaupt nicht fromm Hey, Teufel, komm raus Ich hab dich geseh'n Und noch die Hoffnung Du wirst mich versteh'n Hey, Teufel, kannst du Meine Beichte lesen Und dann mit Gott... Hey, Teufel, komm raus Ich hab dich geseh'n Und noch die Hoffnung Du wirst mich versteh'n Hey, Teufel, kannst du Meine Beichte lesen Und dann mit Gott Nochmal drüber reden Bitte, sei nicht zu gemein Gib mir noch 'ne Chance oder zwei Oder lass mich wenigstens Der Engel in der Hölle sein Schala la la la schala la la la schala la la la Schala la la laaa! Hey, Teufel, komm raus Ich hab dich geseh'n Und noch die Hoffnung Du wirst mich versteh'n Hey, Teufel, kannst du Meine Beichte lesen Und dann mit Gott... Hey, Teufel, komm raus Ich hab dich geseh'n Und noch die Hoffnung Du wirst mich versteh'n Hey, Teufel, kannst du Meine Beichte lesen Und dann mit Gott Nochmal drüber reden Und hast du keinen Bock Dann lass es eben Kannst ja mal überlegen Du Du hasst Du hasst mich"
Rock,Tokio Hotel,Schrei,2005,Schwarz,"Die Welt ist umgekippt Jeder Stein wurde verrückt Angst haben wir nicht Noch nicht Was kommt ist unbekannt Wir sind die letzten Meter gerannt Es fehlt nur noch ein Stück Und noch ein Stück Der Blick zurück ist schwarz Und vor uns liegt die Nacht Es gibt kein zurück - zum Glück Zum Glück - kein Zurück Kein Zurück Wo sind alle hin, Die sonst mit uns sind? Haben sie uns schon längst - verlor'n Es ist dunkel hier im Licht Es gibt alles und nichts Und dafür worden wir - geboren Der Blick zurück ist schwarz Und vor uns liegt die Nacht Es gibt kein zurück - zum Glück Zum Glück - kein Zurück Kein Zurück Kein Zurück Lasst uns die letzten Schritte renn Und dann die Spur'n zusamm verbrenn Lasst uns die letzeten Schritte renn Und dann die Spur'n zusamm verbrenn Komm mit Komm mit Der Blick zurück ist schwarz Und vor uns liegt die Nacht Es gibt kein Zurück - zum Glück Zum Glück Der Blick zurück ist schwarz Und vor uns liegt die Nacht Es gibt kein zurück - zum Glück Zum Glück - kein Zurück Kein Zurück"
Rock,Tokio Hotel,Zimmer 483,2007,Übers Ende Der Welt,"Wir sind durch die Stadt gerannt Haben keinen Ort mehr erkannt An dem wir nicht Schon einmal waren Wir haben alles ausprobiert Die Freiheit endet hier Wir müssen jetzt Durch diese Wand Verlager dein Gewicht Den Abgrund siehst du nicht Achtung, fertig, los und lauf Vor uns bricht der Himmel auf Wir schaffen es zusammen Übers Ende dieser Welt Die hinter uns zerfällt Wir schauen noch mal zurück Es ist der letzte Blick Auf alles, was für immer war Komm, atme noch mal ein Es kann der Anfang sein Morgen ist zum Greifen nah Verlager dein Gewicht Den Abgrund siehst du nicht Achtung, fertig, los und lauf Vor uns bricht der Himmel auf Wir schaffen es zusammen Übers Ende dieser Welt Die hinter uns zerfällt Lass alles hinter dir Es gibt nichts mehr zu verlier'n Alles hinter dir und mir Hält uns nicht mehr auf Verlager dein Gewicht Guck mir ins Gesicht Achtung, fertig, los und lauf Vor uns bricht der Himmel auf Wir schaffen es zusammen Übers Ende dieser Welt Die hinter uns zerfällt(2x)"
Rock,Tokio Hotel,Zimmer 483,2007,Totgeliebt,Ich halt den Brief In meiner kalten Hand Der letzte Satz war lang Solang er noch brennt Schau ich ihn an Mit jeder Zeile Stirbt ein Gefühl Was bleibt ist Finsternis Ein Schauer von Dir Hilft nicht mehr viel Es bringt mich um Wir ham uns totgeliebt Es bringt mich um Weil unser Traum In Trümmern liegt Die Welt soll schweigen Und für immer einsam sein Wir sind verloren Auch wenn die Mächte Sich vereinen Es ist vorbei Die Geier kreisen Über unserm Revier Was nehmen wir noch mit Ist alles nichts wert Wenn wir uns verliern Sie kommen näher Sind hinter uns her Wollen Dich und mich Lass mich jetzt los Ich kann nicht mehr Es bringt mich um Wir ham uns totgeliebt Es bringt mich um Weil unser Traum In Trümmern liegt Die Welt soll schweigen Und für immer einsam sein Wir sind verloren Auch wenn die Mächte Sich vereinen Es ist vorbei Die Geier kreisen Über unserm Revier Töten das letzte von Dir Und das letzte an mir Es bringt mich um Wir ham uns totgeliebt Es bringt mich um Weil unser Traum In Trümmern liegt Die Welt soll schweigen Und für immer einsam sein Wir sind verloren Auch wenn die Mächte Sich vereinen Es ist vorbei
Rock,Tokio Hotel,Zimmer 483,2007,Spring Nicht,"Über den Dächern Ist es so kalt Und so still Ich schweig deinen Namen Weil du ihn jetzt nicht hören willst Der Abgrund der Stadt Verschlingt jede Träne, die fällt Da unten ist nichts mehr, Was dich hier oben noch hält Ich schrei' in die Nacht für dich Lass' mich nicht im Stich Spring nicht Die Lichter fangen dich nicht Sie betrügen dich Spring nicht Erinner dich An dich und mich Die Welt da unten zählt nicht Bitte spring nicht In deinen Augen Scheint alles sinnlos und leer Der Schnee fällt einsam Du spürst ihn schon lang nicht mehr Irgendwo da draußen Bist du verloren gegangen Du träumst von dem Ende Um nochmal von vorn anzufangen Ich schrei' in die Nacht für dich Lass' mich nicht im Stich Spring nicht Die Lichter fangen dich nicht Sie betrügen dich Spring nicht Erinner dich An dich und mich Die Welt da unten zählt nicht Bitte spring nicht Ich weiss nicht wie lang Ich dich halten kann Ich weiss nicht wie lang Nimm meine Hand Wir fangen nochmal an Spring nich Ich schrei' in die Nacht für dich Lass' mich nicht im Stich Spring nicht Die Lichter fangen dich nicht Sie betrügen dich Spring nicht Erinner dich An dich und mich Die Welt da unten zählt nicht Bitte spring nicht Spring nicht Und hält dich das auch nicht zurück Dann spring ich für dich"
Rock,Tokio Hotel,Zimmer 483,2007,Heilig,Ich halt mich wach für dich Wir schaffens nicht beide Du weißt es nicht Ich geb mich jetzt für dich auf Mein letzter Wille hilft dir raus Bevor das Meer unter mir zerbricht Ich glaub an dich Du wirst für mich immer heilig sein Ich sterb für unsre Unsterblichkeit Meine Hand von Anfang an über Dir Ich glaub an Dich Du wirst für mich immer heilig sein Du brichst die Kälte wenn Du sprichst Mit jedem Hauch von Dir erlöst du mich Wir seh'n uns wieder irgendwann Atme weiter wenn Du kannst Auch wenn das Meer unter Dir zerbricht Ich glaub an Dich Du wirst für mich immer heilig sein Ich sterb für unsre Unsterblichkeit Meine Hand von Anfang an über Dir Ich glaub an Dich Du wirst für mich immer heilig sein Ich schau durch's Meer und seh Dein Licht über mir Ich sinke ich sinke weg von Dir Schau mir nicht mehr hinterher Glaub an Dich Ich glaub an Dich Du wirst für mich immer heilig sein Ich sterb für unsre Unsterblichkeit Meine Hand von Anfang an über Dir Ich glaub an Dich Du wirst für mich immer heilig sein Und irgendwann FÜhrt das Meer Dich zu mir Ich glaub an Dich Du wirst für mich Immer heilig sein Du wirst für mich Immer heilig sein
